title,txt_content,time_sent,url,brand_name,is_fast_fashion,year
This is Getting Personal…,"Introducing our exclusive Personal Shopper service Having trouble viewing this email? View as a web page Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","November 8, 2012 4:48pm",https://milled.com/oscar-de-la-renta/this-is-getting-personal-t6aeZPb_iKx6Gg4u,Oscar de la Renta,0,2012
Wrapped Up In Oscar,"Shop our Holiday Gift Guide> Having trouble viewing this email? View as a web page Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","November 6, 2012 5:24pm",https://milled.com/oscar-de-la-renta/wrapped-up-in-oscar-JXdIdamkSKuzFsmX,Oscar de la Renta,0,2012
A message for our customers,"Contact our Personal Shopper for assistance Having trouble viewing this email? View as a web page Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","November 2, 2012 1:45pm",https://milled.com/oscar-de-la-renta/a-message-for-our-customers-b74Tw91iUD5lt-s6,Oscar de la Renta,0,2012
Blush Crush: The Bella Bootie,"Think Pink: shop the Bella Bootie> Having trouble viewing this email? View as a web page Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","October 30, 2012 1:04pm",https://milled.com/oscar-de-la-renta/blush-crush-the-bella-bootie-Ro12j_29NL4SZ0BW,Oscar de la Renta,0,2012
Skirt Alert: The New Standout Styles,"Skirt. The issue. Having trouble viewing this email? View as a web page Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","October 25, 2012 4:03pm",https://milled.com/oscar-de-la-renta/skirt-alert-the-new-standout-styles-0cKqh2Z36CWeEXxw,Oscar de la Renta,0,2012
Investment Piece: The Dex Handbag,"Shop the Dex Bag> Having trouble viewing this email? View as a web page Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","October 23, 2012 4:07pm",https://milled.com/oscar-de-la-renta/investment-piece-the-dex-handbag-IbBVNcuOlRiuSlie,Oscar de la Renta,0,2012
Think Pink,"Shop Pink and support The Society of Memorial Sloan-Kettering Cancer Center Having trouble viewing this email? View as a web page Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","October 19, 2012 5:29pm",https://milled.com/oscar-de-la-renta/think-pink-4Yx5c94wv8i6wiZD,Oscar de la Renta,0,2012
From Runway to Winter,"Take the chill off with our winter coats > Having trouble viewing this email? View as a web page Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","October 17, 2012 3:51pm",https://milled.com/oscar-de-la-renta/from-runway-to-winter-qyc83shGn3DUWUbh,Oscar de la Renta,0,2012
Add Some Polish to Your Fall Look,"Enjoy complimentary ground shipping on all orders Having trouble viewing this email? View as a web page Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","October 12, 2012 8:33pm",https://milled.com/oscar-de-la-renta/add-some-polish-to-your-fall-look-v1jpTxNyFK_rI38Y,Oscar de la Renta,0,2012
Shop Pink for a Cause,"Shop Pink and support The Society of Memorial Sloan-Kettering Cancer Center Having trouble viewing this email? View as a web page Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","October 10, 2012 1:31pm",https://milled.com/oscar-de-la-renta/shop-pink-for-a-cause-8OlRndA6FrEJ3LAO,Oscar de la Renta,0,2012
In Transition: Stepping into Fall,"Shop outerwear for changing fall weather> Having trouble viewing this email? View as a web page Personal Shopper 888.782.6357 or email. UnsubscribeTerms of UsePrivacy Policy Oscar de la Renta | 11 W. 42nd St., 25th Fl. | New York | NY 10036 Copyright © Oscar de la Renta, Inc. All rights reserved","October 8, 2012 5:41pm",https://milled.com/oscar-de-la-renta/in-transition-stepping-into-fall-zoVoRpIr_gSTlCsD,Oscar de la Renta,0,2012
Welcome to Oscar de la Renta,,"October 5, 2012 6:02am",https://milled.com/oscar-de-la-renta/welcome-to-oscar-de-la-renta-eg0M0Q-n-h7zW9y3,Oscar de la Renta,0,2012
The Pop Pois Project,,"December 5, 2012 7:17pm",https://milled.com/valentino/the-pop-pois-project-Pw97c_QP5HxSWHKE,Valentino S.p.A.,0,2012
Evening Excellence,,"December 28, 2012 1:02pm",https://milled.com/Ferragamo/evening-excellence-zGBV33TlHYndigWl,Salvatore Ferragamo S.p.A.,0,2012
SALE: Shop the Fall/Winter 2012 Collection,,"December 26, 2012 2:00pm",https://milled.com/Ferragamo/sale-shop-the-fall-winter-2012-collection-cWHdZnM5FccznuRT,Salvatore Ferragamo S.p.A.,0,2012
The Ultimate Holiday Gift List,,"December 19, 2012 2:14pm",https://milled.com/Ferragamo/the-ultimate-holiday-gift-list-TnzX4OJFGynoq0Gw,Salvatore Ferragamo S.p.A.,0,2012
SALE: Shop the Fall/Winter 2012 Collection,,"December 14, 2012 11:02am",https://milled.com/Ferragamo/sale-shop-the-fall-winter-2012-collection-0OaBEZrGvIwi9ugM,Salvatore Ferragamo S.p.A.,0,2012
Be His Holiday Hero,,"December 12, 2012 9:13pm",https://milled.com/Ferragamo/be-his-holiday-hero-O5Vr4a3ymRPhPieB,Salvatore Ferragamo S.p.A.,0,2012
Haute for the Holidays,,"December 6, 2012 9:00pm",https://milled.com/Ferragamo/haute-for-the-holidays-y_eXtNEniE7h-uGt,Salvatore Ferragamo S.p.A.,0,2012
Winter Lights,,"November 30, 2012 3:59pm",https://milled.com/Ferragamo/winter-lights-p7OgxWU08LX5uxke,Salvatore Ferragamo S.p.A.,0,2012
Icons Reinvented,,"November 26, 2012 3:03pm",https://milled.com/Ferragamo/icons-reinvented-xR6qY6nmVY6Hm2a-,Salvatore Ferragamo S.p.A.,0,2012
Celebrate in Style,,"November 21, 2012 10:55pm",https://milled.com/Ferragamo/celebrate-in-style-tfjgpqRKPzpHNKcM,Salvatore Ferragamo S.p.A.,0,2012
Discover the New Ferragamo.com,,"November 14, 2012 4:33pm",https://milled.com/Ferragamo/discover-the-new-ferragamo-com-ypoWKyptN331tueq,Salvatore Ferragamo S.p.A.,0,2012
Silver Finish,,"November 9, 2012 7:32pm",https://milled.com/Ferragamo/silver-finish-fhVxW9YaF3lD4SAC,Salvatore Ferragamo S.p.A.,0,2012
Support Hurricane Sandy Relief Efforts,,"November 2, 2012 10:01am",https://milled.com/Ferragamo/support-hurricane-sandy-relief-efforts-PSK1nqbYiYZYF0Ss,Salvatore Ferragamo S.p.A.,0,2012
Discover Fall's Dark Side,,"October 26, 2012 8:38pm",https://milled.com/Ferragamo/discover-falls-dark-side-Hylze2hmiLspyZ8t,Salvatore Ferragamo S.p.A.,0,2012
Go For Baroque,,"October 18, 2012 8:16pm",https://milled.com/Ferragamo/go-for-baroque-gbelsf_rK4IXWA1j,Salvatore Ferragamo S.p.A.,0,2012
The Cheater's Guide to Style,,"October 11, 2012 6:21pm",https://milled.com/Ferragamo/the-cheaters-guide-to-style-7LXuOL2yri2GWV3F,Salvatore Ferragamo S.p.A.,0,2012
Modern Military,,"October 5, 2012 2:33pm",https://milled.com/Ferragamo/modern-military-z8PNV6PZhVjJNxA2,Salvatore Ferragamo S.p.A.,0,2012
From Milan Fashion Week: Women's SS 2013 Fashion Show,,"October 2, 2012 4:03pm",https://milled.com/Ferragamo/from-milan-fashion-week-womens-ss-2013-fashion-show-XuMamxJjuFsidOZ0,Salvatore Ferragamo S.p.A.,0,2012
Striking Statements,,"September 27, 2012 7:39pm",https://milled.com/Ferragamo/striking-statements-AUEwlFaEAmuP-pHA,Salvatore Ferragamo S.p.A.,0,2012
,,,,Tom Ford,0,2012
HUGO BOSS makes your seasonal shopping a true experience,"If this announcement is not displayed properly, please click here. This Message has been generated automatically. Responses sent using your e-mail program's ""Reply"" function will not be processed! To unsubscribe the newsletter service, please click here. HUGO BOSS AG Dieselstrasse 12 72555 Metzingen Germany Phone +49 (0) 7123/94-0 Fax +49 (0) 7123/94-2014 Chairman Supervisory Board: Dr. Hellmut Albrecht. Executive Board: Claus-Dietrich Lahrs, Chairman and CEO Christoph Auhagen, Mark Langer. Registered Office: Metzingen Registry: Amtsgericht Stuttgart Nr. HRB 360610. VAT Registration Number GB922934615 http://www.hugoboss.com","December 9, 2012 8:02am",https://milled.com/HugoBoss/hugo-boss-makes-your-seasonal-shopping-a-true-experience-50oyqwL74kqSCdI8,Hugo Boss,0,2012
Discover the new BOSS Black Winter Collections,"If this announcement is not displayed properly, please click here. This Message has been generated automatically. Responses sent using your e-mail program's ""Reply"" function will not be processed! To unsubscribe the newsletter service, please click here. HUGO BOSS AG Dieselstrasse 12 72555 Metzingen Germany Phone +49 (0) 7123/94-0 Fax +49 (0) 7123/94-2014 Chairman Supervisory Board: Dr. Hellmut Albrecht. Executive Board: Claus-Dietrich Lahrs, Chairman and CEO Christoph Auhagen, Mark Langer. Registered Office: Metzingen Registry: Amtsgericht Stuttgart Nr. HRB 360610. VAT Registration Number GB922934615 http://www.hugoboss.com","October 7, 2012 8:20am",https://milled.com/HugoBoss/discover-the-new-boss-black-winter-collections-dVLPfTrB8roYWUa-,Hugo Boss,0,2012
JEFF KOONS - FASHION MEETS ART!,"If this announcement is not displayed properly, please click here. This Message has been generated automatically. Responses sent using your e-mail program's ""Reply"" function will not be processed! To unsubscribe the newsletter service, please click here. HUGO BOSS AG Dieselstrasse 12 72555 Metzingen Germany Phone +49 (0) 7123/94-0 Fax +49 (0) 7123/94-2014 Chairman Supervisory Board: Dr. Hellmut Albrecht. Executive Board: Claus-Dietrich Lahrs, Chairman and CEO Christoph Auhagen, Mark Langer. Registered Office: Metzingen Registry: Amtsgericht Stuttgart Nr. HRB 360610. VAT Registration Number GB922934615 http://www.hugoboss.com","August 31, 2012 8:02am",https://milled.com/HugoBoss/jeff-koons-fashion-meets-art-Qg3VQlP32CaA2Mcp,Hugo Boss,0,2012
THE NEW FALL FAVORITES BY BOSS BLACK,"If this announcement is not displayed properly, please click here. This Message has been generated automatically. Responses sent using your e-mail program's ""Reply"" function will not be processed! To unsubscribe the newsletter service, please click here. HUGO BOSS AG Dieselstrasse 12 72555 Metzingen Germany Phone +49 (0) 7123/94-0 Fax +49 (0) 7123/94-2014 Chairman Supervisory Board: Dr. Hellmut Albrecht. Executive Board: Claus-Dietrich Lahrs, Chairman and CEO Christoph Auhagen, Mark Langer. Registered Office: Metzingen Registry: Amtsgericht Stuttgart Nr. HRB 360610. VAT Registration Number GB922934615 http://www.hugoboss.com","August 24, 2012 8:12am",https://milled.com/HugoBoss/the-new-fall-favorites-by-boss-black-FRMqgEGHO8eQKZpE,Hugo Boss,0,2012
FOLLOW HUGO BOSS ON GOOGLE+,,"August 16, 2012 8:14am",https://milled.com/HugoBoss/follow-hugo-boss-on-google-cWR3xrNTzTpiogWJ,Hugo Boss,0,2012
Newsletter registration - your subscription!,,"August 7, 2012 10:44pm",https://milled.com/HugoBoss/newsletter-registration-your-subscription-TPP6kNgnEqVT3oRK,Hugo Boss,0,2012
HUGO FASHION SHOW PIECES NOW AVAILABLE,,"August 7, 2012 8:01am",https://milled.com/HugoBoss/hugo-fashion-show-pieces-now-available-0DTYaoddTJ3TyajM,Hugo Boss,0,2012
Newsletter registration - your subscription!,"HUGO BOSS Newsletter Dear newsletter subscriber, Thank you for registering for the HUGO BOSS newsletter service. In future you will receive regular updates on the latest fashion trends, offers and news from HUGO BOSS. This Message has been generated automatically. Responses sent using your e-mail program's ""Reply"" function will not be processed! HUGO BOSS AG Dieselstrasse 12 72555 Metzingen Germany Phone +49 (0) 7123/94-0 Fax +49 (0) 7123/94-2014 Chairman Supervisory Board: Dr. Hellmut Albrecht. Executive Board: Claus-Dietrich Lahrs, Chairman and CEO Christoph Auhagen, Mark Langer. Registered Office: Metzingen Registry: Amtsgericht Stuttgart Nr. HRB 360610. VAT Registration Number GB922934615 http://www.hugoboss.com","August 4, 2012 6:44am",https://milled.com/HugoBoss/newsletter-registration-your-subscription-Wuct1rKbPKFi4LGc,Hugo Boss,0,2012
BOSS NUIT POUR FEMME - the new fragrance,,"July 31, 2012 8:13am",https://milled.com/HugoBoss/boss-nuit-pour-femme-the-new-fragrance-V6szQb2sX1MSZYmj,Hugo Boss,0,2012
Newsletter registration - your subscription!,,"July 25, 2012 6:43pm",https://milled.com/HugoBoss/newsletter-registration-your-subscription-jQ23k7GancLzpeRu,Hugo Boss,0,2012
Newsletter registration - please confirm your subscription!,,"July 25, 2012 6:43pm",https://milled.com/HugoBoss/newsletter-registration-please-confirm-your-subscription-5B_4xcWsSZdDeVDg,Hugo Boss,0,2012
Premiers Modèles for Saint Laurent,"TO VIEW THIS EMAIL AS A WEB PAGE, GO HERE FACEBOOK TWITTER YOUTUBE UNSUBSCRIBE UPDATE PROFILE LEGAL NOTICE YVES SAINT LAURENT, S.A.S 7 AVENUE GEORGE V 75008 PARIS FRANCE","October 24, 2012 2:17pm",https://milled.com/YvesSaintLaurent/premiers-mod-les-for-saint-laurent-vY2TU8nXrpmkSJbS,Yves Saint Laurent,0,2012
Welcome to YSL.COM - download your SAINT LAURENT BABYCAT screensaver,"Dear Thank you for registering to the YSL newsletter. We appreciate your interest in Saint Laurent and look forward to sharing exclusive news and contents on our collections. We invite you to download the SAINT LAURENT BABYCAT screensaver: Mac version: http://media.ysl.com/download/saintlaurentbabycat_mac.zip Windows version: http://media.ysl.com/download/saintlaurentbabycat_win.zip Sincerely, YSL.COM Customer Care Legal Notice Follow us on Facebook Twitter Youtube Yves Saint Laurent, all rights reserved","October 8, 2012 9:27am",https://milled.com/YvesSaintLaurent/welcome-to-ysl-com-download-your-saint-laurent-babycat-screensaver-aN--fhwyr_-u-A1A,Yves Saint Laurent,0,2012
,,,,Kenzo,0,2012
"OPENING OF THE FIRST CHLOE MAISON, 253 RUE SAINT HONORE PARIS","If you are having difficulties viewing this message, click here. OPENING OF THE FIRST CHLOE MAISON, 253 RUE SAINT HONORE PARIS On December 20th, Chloé inaugurated the first Chloé Maison at 253 rue Saint-Honoré in Paris. Creative Director, Clare Waight Keller, collaborated with architect Joseph Dirand to come up with the new, airy design, which reflects the 'free and modern' Chloé woman and creates a welcoming atmosphere. The boutique showcases French workmanship and presents the ready-to-wear collections along with shoes, accessories and fragrances. Chloé Boutique Saint-Honoré 253 rue Saint-Honoré 75001 Paris Tel. +33 (0)1 55 04 03 30 Opening hours: From Monday to Saturday 11am til 7.30pm To celebrate its opening, a limited edition of the 'Alice' bag in just 30 pieces, numbered and engraved, will be exclusively available at the Maison Chloé, 253 Saint-Honoré. You are receiving this newsletter following a registration in Chloé boutique or on the chloe.com website. To learn about how we use your personal information, please click here to read our privacy policy. You may unsubscribe from Chloé newsletter by clicking here. Contact us by internet at www.chloe.com/contact. By postal mail at Chloé international, 5 avenue Percier, 75008 Paris, France. By phone at +44 20 7811 3950.","December 20, 2012 8:57pm",https://milled.com/chloe/opening-of-the-first-chloe-maison-253-rue-saint-honore-paris-H9ekqNdEstGT-zOO,Chloé,0,2012
Spring 2013 Collection: Now available in boutique,"If you are having difficulties viewing this message, click here. The Spring 2013 Collection Clare Waight Keller, Chloé Creative Director, introducing the Spring 2013 Collection “This season I thought about the Chloé girl with a very Bohemian spirit, although there is still a sharp modernity to the silhouette, I used a fuller volume which keeps it more feminine. She is a traveler. She mixes her influences. There is an irreverent mood, in the layering of folk blouses with safari cotton cropped pants, military pocket georgette dungaree’s and lace inserted shirts. Colors are in vibrant, mineral shades, punched with dusty tangerine neon, coral and grounded with vintage whites. There is a touch of the late seventies in the ""New Romantic"" softness but I love it blended with a sharpness from the 80s and tapered tailoring “. The Spring collection also includes an exclusive version of the Alice along with two new handbags lines Vanessa and Sennen. This collection is now available at Chloé boutiques and at authorized retailers. More on chloe.com... More on facebook.com... You are receiving this newsletter following a registration in Chloé boutique or on the chloe.com website. To learn about how we use your personal information, please click here to read our privacy policy. You may unsubscribe from Chloé newsletter by clicking here. Contact us by internet at www.chloe.com/contact. By postal mail at Chloé international, 5 avenue Percier, 75008 Paris, France. By phone at +44 20 7811 3950.","December 7, 2012 5:19pm",https://milled.com/chloe/spring-2013-collection-now-available-in-boutique-h1Ao1pyUidPyjFQL,Chloé,0,2012
The Chloé Alphabet,"If you are having difficulties viewing this message, click here. The 26 letters of “The Chloé Alphabet” collectively form a mosaic, bringing to life the inspirations of the Maison since its creation, through films, documentaries and previously unseen archive imagery, each letter telling a fragment of the story: www.chloe.com/alphabet . We sign it off with a ‘X’ (Kiss) - a specially commissioned track “I follow you (Melo’sChloé Christmas Kiss Mix)” by Parisian, pop singer Melody Prochet. For all those that have created, shared, designed, worn and loved Chloé, this is for you. You can now invite a friend to share this journey: type their name and email and they will receive a unique version of the Chloé heritage, following the letters that make up their name. Kiss X More on chloe.com/alphabet You are receiving this newsletter following a registration in Chloé boutique or on the chloe.com website. To learn about how we use your personal information, please click here to read our privacy policy. You may unsubscribe from Chloé newsletter by clicking here. Contact us by internet at www.chloe.com/contact. By postal mail at Chloé international, 5 avenue Percier, 75008 Paris, France. By phone at +44 20 7811 3950.","November 30, 2012 5:56pm",https://milled.com/chloe/the-chlo-alphabet-dVZ1oCx6tGJForPU,Chloé,0,2012
December selection,"If you are having difficulties viewing this message, click here. December selection Let Chloé illuminate your Winter holidays with the charming mini-versions of our iconic Marcie, Elsie, Louise, Ethel and Paraty bags in brand new shades. In boutiques until the 31st of December only… This new collection is now available at Chloé boutiques. www.chloe.com/holidays You are receiving this newsletter following a registration in Chloé boutique or on the chloe.com website. To learn about how we use your personal information, please click here to read our privacy policy. You may unsubscribe from Chloé newsletter by clicking here. Contact us by internet at www.chloe.com/contact. By postal mail at Chloé international, 5 avenue Percier, 75008 Paris, France. By phone at +44 20 7811 3950.","November 28, 2012 3:46pm",https://milled.com/chloe/december-selection-2ug6WWKNPb_Oh87i,Chloé,0,2012
Winter 2012/2013 Shoes Collection: Now available,"If you are having difficulties viewing this message, click here. Winter 2012/2013 Shoes Collection The creative energy of this winter season is based on the stimulating and playful contradiction between a typical casual and carefree London way-of-life and a more sophisticated Parisian elegance. The new collection of Carol shoes reflects this intriguing blend of influences and polishes every silhouette of the Fall/Winter 2012 show. In delicate leather or suede, Carol is available in ten colors for infinite variations, in keeping with the extraordinary richness of the ready-to-wear colour palette. A subtle ankle strap accentuates the femininity of the instep whilst the heel, very graphic in 2 or 4 inches, ensures a slender and confident walk. This new collection is now available at Chloé boutiques and at authorized retailers. More on chloe.com... More on facebook.com... You are receiving this newsletter following a registration in Chloé boutique or on the chloe.com website. To learn about how we use your personal information, please click here to read our privacy policy. You may unsubscribe from Chloé newsletter by clicking here. Contact us by internet at www.chloe.com/contact. By postal mail at Chloé international, 5 avenue Percier, 75008 Paris, France. By phone at +44 20 7811 3950.","October 19, 2012 12:37pm",https://milled.com/chloe/winter-2012-2013-shoes-collection-now-available-DYKYSDEXF9fFb2JX,Chloé,0,2012
Spring-Summer 2013 Runway: Now on chloe.com,"Spring-Summer 2013 Runway If you are having difficulties viewing this message, click here. (http://e-services.chloe.com/tr/index.aspx?id=7593469acd9c84efaf8313f7e7a1bc6530ca5319b846943a35a49dddde64557e0445124101862c5a) (http://e-services.chloe.com/tr/index.aspx?id=7593469acd9c84efaf8313f7e7a1bc6540ae27c415e2171a9ff913f284524fa802b80a8485f87466) (http://e-services.chloe.com/tr/index.aspx?id=7593469acd9c84efaf8313f7e7a1bc6505122ca0da85301048053cb15f692661ee81de6a928822dc) Spring-Summer 2013 Runway (http://e-services.chloe.com/tr/index.aspx?id=7593469acd9c84efaf8313f7e7a1bc65a5fbba870c16501849e4b8ee77cdabc99b745c55c40618d3) We invite you to discover the first photos and videos of the runway on chloe.com (http://e-services.chloe.com/tr/index.aspx?id=7593469acd9c84efaf8313f7e7a1bc6519eef6256e138bed5d2ee930e62bee131d2594c2c916c38b) . More on chloe.com... (http://e-services.chloe.com/tr/index.aspx?id=7593469acd9c84efaf8313f7e7a1bc6564e4c488eaf192be0bef7691655f5ac5114bcd4eb52aa80d) You are receiving this newsletter following a registration in Chloé boutique or on the chloe.com website. To learn about how we use your personal information, (http://e-services.chloe.com/tr/index.aspx?id=7593469acd9c84efaf8313f7e7a1bc654e293bfe0edbe0ef077e5d0c33ef54c76e0bf533d6bddfe5) please click here to read our privacy policy. You may unsubscribe from Chloé newsletter by clicking (http://e-services.chloe.com/tr/index.aspx?id=7593469acd9c84efaf8313f7e7a1bc65c46ef45aaaa474df37dde7a9b32363205a610f63d2c3698e) here. (http://e-services.chloe.com/tr/index.aspx?id=7593469acd9c84efaf8313f7e7a1bc6575a8eb56bcf10348e1906cbffc13b7ebb6138d0e423ae312) Contact us by internet at www.chloe.com/contact. By postal mail at Chloé international, 5 avenue Percier, 75008 Paris, France. By phone at +44 20 7811 3950. (http://e-services.chloe.com/tr/index.aspx?id=7593469acd9c84efaf8313f7e7a1bc65ad334045f329ea54805328dffc82c5199c4c9842f14fc030)","October 3, 2012 8:04am",https://milled.com/chloe/spring-summer-2013-runway-now-on-chloe-com-9uXiJKPl8pwOwF0L,Chloé,0,2012
Your message on chloe.com: Receive the newsletter,,"October 3, 2012 8:03am",https://milled.com/chloe/your-message-on-chloe-com-receive-the-newsletter-0h_9Qtpchk14dA3B,Chloé,0,2012
WHITE by Vera Wang Presents the Spring 2013 Collection -- Dedicated Email,,"December 27, 2012 12:32pm",https://milled.com/VeraWang/white-by-vera-wang-presents-the-spring-2013-collection-dedicated-email-pGf8XYj_8G6NHy4G,Vera Wang,0,2012
From the Gown to the Flowers How Have a Vera Wang Wedding + a Beautiful Real Wedding At Home,,"December 26, 2012 7:29am",https://milled.com/VeraWang/from-the-gown-to-the-flowers-how-have-a-vera-wang-wedding-a-beautiful-real--irJyywA2IDezJwtt,Vera Wang,0,2012
"Have a Vera Wang Wedding with These New Bouquets, Centerpieces and Decor Ideas -- Dedicated Email",,"December 20, 2012 11:34am",https://milled.com/VeraWang/have-a-vera-wang-wedding-with-these-new-bouquets-centerpieces-and-decor-ideas--B9mfEHcrHitZOwsh,Vera Wang,0,2012
A Fairy-Tale Real Wedding + Win a Winter White Bouquet,,"December 18, 2012 8:57am",https://milled.com/VeraWang/a-fairy-tale-real-wedding-win-a-winter-white-bouquet-hVMG9Flbkh7wnFTs,Vera Wang,0,2012
Vera's Favorite Holiday Gifts – Dedicated Email,,"December 13, 2012 6:54am",https://milled.com/VeraWang/veras-favorite-holiday-gifts-dedicated-email-3ZRhci2AN4UWesxI,Vera Wang,0,2012
Enjoy Making “Magic” in the Kitchen Too! – Dedicated Email,,"December 11, 2012 12:33pm",https://milled.com/VeraWang/enjoy-making-magic-in-the-kitchen-too-dedicated-email-rc9qIVU0szz0FZtp,Vera Wang,0,2012
Platinum Jewelry Must Haves for Your Wedding Day - Dedicated Email,,"December 6, 2012 7:16am",https://milled.com/VeraWang/platinum-jewelry-must-haves-for-your-wedding-day-dedicated-email-TcJoYjcLcQY6RkhM,Vera Wang,0,2012
Must-Have Accessories this Winter + Win a White by Vera Wang Headpiece and Shoes for Your Wedding,,"December 4, 2012 9:48am",https://milled.com/VeraWang/must-have-accessories-this-winter-win-a-white-by-vera-wang-headpiece-and-shoes--4nsN8kAgzxqKdrig,Vera Wang,0,2012
The Perfect Holiday Gift – Dedicated Email,,"November 29, 2012 7:49am",https://milled.com/VeraWang/the-perfect-holiday-gift-dedicated-email-jsYGvD49aRMnftHu,Vera Wang,0,2012
A Tuscan-Inspired Real Wedding + Win a Vera Wang Fragrance Gift Set,,"November 27, 2012 10:27am",https://milled.com/VeraWang/a-tuscan-inspired-real-wedding-win-a-vera-wang-fragrance-gift-set-1BkKjPN6iJmIlG1j,Vera Wang,0,2012
Must-Wear Holiday Fashions by Simply Vera Vera Wang – Dedicated Email,,"November 22, 2012 9:14am",https://milled.com/VeraWang/must-wear-holiday-fashions-by-simply-vera-vera-wang-dedicated-email-nJjDj6ExGXt2_PGp,Vera Wang,0,2012
The Perfect Holiday Party Look and Where to Get It + Win a Pair of Vera Wang Wedgwood Candlesticks,,"November 20, 2012 8:18am",https://milled.com/VeraWang/the-perfect-holiday-party-look-and-where-to-get-it-win-a-pair-of-vera-wang--oIYpL_4Ym8ULX62C,Vera Wang,0,2012
The Total Look: White by Vera Wang -- Dedicated Email,,"November 15, 2012 11:16am",https://milled.com/VeraWang/the-total-look-white-by-vera-wang-dedicated-email-Fhe-Jmi4qfMFkHIi,Vera Wang,0,2012
"A Dreamy Real Wedding, the Season’s Top Jewelry Trend + Win a Vera Wang Bouquet",,"November 13, 2012 7:58am",https://milled.com/VeraWang/a-dreamy-real-wedding-the-season-s-top-jewelry-trend-win-a-vera-wang-bouquet-vxlu4YR-e5e8t5sh,Vera Wang,0,2012
See the New Engagement Rings and Jewelry Collection by Vera Wang LOVE -- Dedicated Email,,"November 8, 2012 8:28am",https://milled.com/VeraWang/see-the-new-engagement-rings-and-jewelry-collection-by-vera-wang-love-dedicated--k2rz2pWfCt97aR7z,Vera Wang,0,2012
Win a Vera Wang Tuxedo for Your Groom + A Romantic Big Apple Wedding,,"November 6, 2012 10:04am",https://milled.com/VeraWang/win-a-vera-wang-tuxedo-for-your-groom-a-romantic-big-apple-wedding-b42sJi4AH1tXYsSR,Vera Wang,0,2012
An Inside Look at a Vogue Bride's Wedding + Win 2 Vera Wang Fragrances,,"October 30, 2012 6:16am",https://milled.com/VeraWang/an-inside-look-at-a-vogue-brides-wedding-win-2-vera-wang-fragrances-NYxoyC4ZC2rVHh2V,Vera Wang,0,2012
Spend This Weekend Under the Covers – Dedicated Email,,"October 25, 2012 8:51am",https://milled.com/VeraWang/spend-this-weekend-under-the-covers-dedicated-email-gjk19FJc1Gql1dgf,Vera Wang,0,2012
A Real Romantic and Rustic Wedding + Win a Simply Vera Vera Wang Spa Collection Package,,"October 23, 2012 8:13am",https://milled.com/VeraWang/a-real-romantic-and-rustic-wedding-win-a-simply-vera-vera-wang-spa-collection--eXtjt6ljUAJ6BkI9,Vera Wang,0,2012
Must-Have Jewelry for Your Wedding Day -- Dedicated Email,,"October 18, 2012 7:34am",https://milled.com/VeraWang/must-have-jewelry-for-your-wedding-day-dedicated-email-faGdreY9eG9jlVuf,Vera Wang,0,2012
See the New Fall 2013 Bridal Collection + Be the First to Try It On,,"October 16, 2012 8:15am",https://milled.com/VeraWang/see-the-new-fall-2013-bridal-collection-be-the-first-to-try-it-on-KjPssfjZh2h5eGmO,Vera Wang,0,2012
Engagement Rings That Shine -- Dedicated Email,,"October 11, 2012 9:02am",https://milled.com/VeraWang/engagement-rings-that-shine-dedicated-email-FcdDmWJTJ6y4zk6q,Vera Wang,0,2012
